topic,aliases,topic_desc,knowledge_class,topic_desc_basic,knowledge_class_basic,tags,category
jerry_the_punk,Jerry,"Jerry was among the Great Khans who traveled east from New California Republic territory as a child, settling in Red Rock Canyon roughly fourteen years before the present day. When the Followers of the Apocalypse made contact with the tribe's camp, they brought Pre-War books on science, history, and poetry. Jerry immersed himself in these texts, reading Pre-War poetry for hours and developing a talent for verse that sets him apart from his warrior kin. He has attempted the Great Khan initiation five times and failed each, unsuited to the tribe's martial expectations. His poems blend romantic longing with the indignities of Khan life—rejection by women, beatings at the hands of their brothers, and the sting of radscorpion bites. He dreams of leaving Red Rock Canyon for the Old Mormon Fort in Freeside, where the Followers of the Apocalypse might appreciate his sensitive nature and literary inclinations.","jerry_the_punk,red_rock_canyon","Jerry is a young Great Khan living at Red Rock Canyon with an unusual passion for poetry, a talent he developed from Pre-War books the Followers of the Apocalypse brought to the tribe. He feels out of place among the Khans and is known among them for his literary interests rather than martial prowess.",great_khans,"failed khan initiation,followers of apocalypse,great khan poet,pre-war poetry,red rock canyon",person
joshua_graham,"Malpais Legate,Burned Man","Joshua Graham was born in Ogden, known to its inhabitants as New Canaan. Fluent in several tribal dialects, he was recruited by the Followers of the Apocalypse for an expedition to the Grand Canyon. Along the Long 15 and Highway 89 south, he and his companions encountered Edward Sallow and Calhoun. A translation error led the Blackfoot tribe to take the group hostage. Sallow turned the crisis to his advantage, teaching the Blackfoots warfare; Graham's linguistic skills proved indispensable. When Sallow crowned himself Caesar, Graham became the Malpais Legate, and for thirty years helped conquer tribes across Utah, Colorado, Arizona, and New Mexico. In 2277, Caesar ordered Graham to seize Hoover Dam from the NCR. He underestimated Chief Hanlon's rangers and rigidly commanded his forces, allowing the NCR to spring a devastating trap. As punishment, Caesar had Graham covered in pitch, set ablaze, and cast into the Grand Canyon. He survived, climbed out, and walked three months to New Canaan. The New Canaanites welcomed him without question. Rumors of his survival reached Caesar, who dispatched Frumentarii to hunt him; Graham killed them, confirming Caesar's suspicions. Legionaries were forbidden to speak his name, calling him only the Burned Man. When the White Legs tribe sought entry into the Legion, they were tasked with destroying New Canaan as a rite of passage. They attacked at night, slaughtering the elderly, ill, and children. Only thirty inhabitants escaped. Graham fled with survivors to Zion Canyon, where he lives among the Sorrows tribe and prepares to stand against the pursuing White Legs, aided by the Dead Horses tribe.","joshua_graham,zion,new_canaan,caesars_legion,followers_of_the_apocalypse","Stories circulate throughout the Mojave and eastern wastes of the Burned Man—Caesar's former legate who was covered in pitch, set ablaze, and cast into the Grand Canyon after the failed assault on Hoover Dam in 2277. Legionaries are forbidden to speak his name. Rumors persist that he somehow survived and still walks the earth, though most dismiss these as campfire tales.",mojave,"burned man,caesar legion co-founder,hoover dam defeat,malpais legate,new canaanite missionary,zion canyon",person
judah_kreger,,"Judah Kreger served as an Enclave officer commanding a squad stationed at Navarro, a position that placed him over Cannibal Johnson, Orion Moreno, Daisy Whitman, Doctor Henry, and Arcade Gannon's father. His leadership kept the volatile Johnson and Moreno from tearing each other apart and served as the bond holding the unit together through years of service. Kreger recalls that the Enclave gave him purpose, and while he acknowledges that those in charge were ruthless, he maintains that his group strove to civilize things during a time when the NCR was young and uncertain. Following the destruction of Control Station ENCLAVE and the NCR's sacking of Navarro, Kreger fled alongside other survivors to avoid violence from both the NCR and the Brotherhood of Steel. He initially found work as a trader but grew weary of the constant travel. He eventually settled in the Westside community of the Mojave Wasteland, where he has lived for several years. Though no longer in command, the other Enclave remnants still follow his direction out of respect rather than obligation.","enclave,historian,westside,judah_kreger,arcade_gannon","Judah Kreger is an older resident of the Westside community in the Mojave Wasteland. He settled there after years of trading and travel. Neighbors know him as a quiet, steady man who once served in a military capacity, though he does not discuss the details openly.",merchant,"cannibal johnson squad,enclave captain,enclave remnant,navarro squad leader,westside settler",person
klamath_bob,Bob,"Klamath Bob's life traces a long arc from the northern wasteland town of Klamath to the Mojave's Westside. He recalls his hometown as a place built around gecko hunting and skinning, and references the visit of a tribal from Arroyo—likely the Chosen One—though he notes it was before his time. At some point Bob traveled to The Hub, where he witnessed a Super Mutant from the Master's Unity being abused by locals. He attempted to ""buy"" the mutant, later known as Mean Sonofabitch, to spare him further harm, though the effort failed. When Bob eventually settled in Westside, Mean Sonofabitch appeared on his own, recognized Bob, and remained as a community protector. Bob's liquor store serves as a modest but vital resource for Westside residents, and his nightly patrols reflect a personal commitment to the settlement's safety despite his admitted inexperience with guns. He holds strong views against chem dealers who prey on decent folk, favoring lethal justice in such cases.","klamath_bob,mojave_survival,mojave_trade,traveler_survival,traveler_trade","Klamath Bob runs a liquor store in Westside and is originally from the northern town of Klamath. After hours he patrols the settlement to help keep the peace despite his limited skill with firearms. He is known around Westside for his friendship with Mean Sonofabitch, a Super Mutant who helps protect the community.",westside,"gecko hunting hometown,klamath native,liquor store owner,mean sonofabitch friend,unity super mutant,westside shopkeeper",person
legate_lanius,"Monster of the East,Terror of the East","Legate Lanius rose to prominence after Caesar recognized the potential in a warrior who had slaughtered fifteen of his own Hidebarks tribesmen in rage at their chief's surrender. Granted an iron-forged helmet and the name Lanius—""butcher"" in Latin—he accepted loyalty on the condition he could execute all surviving males of his tribe, sparing only young boys for Legion indoctrination. Before being recalled for the Second Battle of Hoover Dam, Lanius oversaw years of eastern expansion: the conquest of Colorado, the defeat of the Hangdogs in Denver by burning their sacred hounds, and a Utah campaign that assimilated fourteen tribes and exterminated five others. These campaigns strained Legion supply lines and instilled caution about overextension. Lanius regards war as the Legion's only legitimate path, disdaining diplomacy, subterfuge, and Vulpes Inculta's methods. He views the NCR as capable adversaries, respects their Rangers, and considers Chief Hanlon more dangerous than General Oliver. Mr. House describes him as brutal but unsubtle, likely to rely on frontal assault. Lanius's experiences in Colorado lead him to privately doubt whether holding western territory is sustainable, and he is prepared to withdraw if victory seems unlikely.","caesars_legion,ncr,legate_lanius","Legate Lanius, called the Monster of the East, is the military commander of Caesar's Legion. He replaced Joshua Graham after the First Battle of Hoover Dam. Throughout the Mojave he is feared for his brutality and his willingness to accept heavy losses so long as the enemy suffers more.",mojave,"butcher of arizona,caesar legion legate,colorado campaign conqueror,hidebarks tribe warrior,hoover dam commander,monster of the east",person
lily_bowen,Lily,"Lily Bowen's transformation from a 75-year-old grandmother of Vault 17 into a Nightkin assassin reflects the Master's indiscriminate conscription of human subjects into his Unity army. Under squad leader Tabitha, Lily served as a spy and killer until the Cathedral's destruction freed her to attempt a return home. Her vertibird-blade sword, salvaged from a crash near Klamath, is a testament to her resourcefulness. At Jacobstown, Marcus provides her refuge while Doctor Henry attempts to treat her schizophrenia—a condition caused by prolonged Stealth Boy overuse that manifests as a hostile alternate personality named Leo. Lily resists full medication dosages because the antipsychotic drugs cause memory loss, and she clings to a holotape recording of her grandchildren, Becky and Jimmy, as an anchor to her pre-transformation identity. Her cooperation with Henry's experimental treatments, despite personal risk, suggests a willingness to help other Nightkin even at potential cost to herself. In combat she may suffer psychotic breaks, counting to ten as a calming mantra while Leo urges aggression.","lily_bowen,jacobstown,brotherhood_of_steel,historian","Jacobstown, a settlement in the mountains northwest of New Vegas led by the super mutant Marcus, is home to a small number of super mutants and Nightkin. Among them is an elderly Nightkin known as Lily, who tends the settlement's bighorners. She is generally friendly toward visitors despite her imposing appearance.","traveler,hunter","bighorner tender,doctor henry patient,jacobstown nightkin resident,master unity assassin,stealth boy schizophrenia,vault 17 survivor",person
lt_carrie_boyd,"Lieutenant Carrie Boyd,Carrie Boyd","Lieutenant Carrie Boyd functions as the primary military police authority at Camp McCarran, the NCR's forward operating base in the Mojave Wasteland. Operating under Colonel Hsu's command, she manages base security including break-ins, thefts, missing-soldier investigations, and prisoner interrogations. Boyd's approach to law enforcement is pragmatic and aggressive; she has openly expressed a desire to shoot anyone who talks back to her, restrained only by NCR military regulations. She notes that certain restrictions on harsh interrogation methods originate from President Tandi's administration, suggesting a tension between older NCR ideals of justice and the realities of wartime policing in the Mojave. Boyd is willing to leverage non-NCR personnel—such as the Courier—to conduct interrogations that would violate NCR rules if performed by its own soldiers, exploiting the legal ambiguity of using outsiders who are not bound by military regulations. Her office on the second floor's east side serves as her base of operations, and she directs inquiries about missing soldiers, including Corporal White, to Colonel Hsu.","lt_carrie_boyd,camp_mccarran,carrie_boyd","Lieutenant Carrie Boyd is the military police officer in charge of policing duties at Camp McCarran, the NCR's main base in the Mojave. She handles thefts, break-ins, missing-soldier investigations, and prisoner interrogations under Colonel Hsu's command. Soldiers and visitors at the base know her for a sharp, no-nonsense demeanor.","ncr,soldier,merchant,traveler","base security investigator,camp mccarran mp officer,colonel hsu subordinate,ncr military police,prisoner interrogation,tandi era regulations",person
major_knight,Knight,"Major Knight embodies the tensions of NCR frontier service: competent but bored, stationed at the Mojave Outpost for what he calls ages, logging an ever-growing caravan traffic backlog. The outpost serves as the administrative headquarters for the Primm region, yet bureaucratic red tape prevents Knight from assisting Lieutenant Hayes's undermanned unit near Primm, a restriction that visibly frustrates him. He could be persuaded to bend orders with enough convincing or caps, but the chain of command holds firm. Knight is a master repairman with a full Repair skill, monetizing that expertise by charging steep prices from soldiers and travelers alike. Personally, Knight conceals his homosexuality at the outpost, noting that while same-sex relationships are accepted back in California, what he calls ""friendships"" do not fare well on the fringes of the Republic. He considers the NCR far preferable to Caesar's Legion and remains professional on duty, though he wistfully admits he would pursue such friendships if circumstances allowed.","ncr,soldier,major_knight","Major Knight is an NCR Army officer stationed at the Mojave Outpost, where he logs caravan traffic that keeps backing up. He is known among soldiers and travelers as a skilled repairman who fixes gear in exchange for caps, charging steep prices for his services. Despite the outpost serving as administrative headquarters for the Primm area, bureaucratic restrictions prevent him from sending support to nearby NCR units.","mojave,traveler,merchant","caravan traffic logging,expert repairman,homosexuality ncr frontier,mojave outpost headquarters,ncr army officer,primm bureaucratic red tape",person
old_ben,Ben,"Old Ben's life traces the harsh social geography of the Mojave, from Freeside poverty to the Strip and back. Born and raised in Freeside, he worked his father's butcher shop until a competitor undercut them with cheap ""strange meat."" Ben suspected human flesh was being sold; residents later suffered the ""shakes,"" and after the vendor died insane, half-buried human remains were discovered in the crawlspace. His father died from the loss of the shop. Ben scraped together caps for a Strip passport when they were cheaper, landing work as a crier at The Tops, where he advertised performers and received a casino apartment. A manager framed him for vault theft, and Ben was fired and expelled. Back in Freeside, he worked as an escort, then a gun-for-hire bodyguard for a decade, and briefly as a courier before quitting over shifty clients. Now retired, he helps around Freeside but finds life dull without action.","old_ben,new_vegas_strip","Old Ben is a lifelong Freeside resident and a familiar old-timer around the neighborhood. Locals know he once worked at his father's butcher shop until a competitor selling cheap ""strange meat"" drove them out of business. Rumor had it the rival was selling human flesh, a suspicion that seemed confirmed when the vendor went insane, died, and human remains were found in their crawlspace.",freeside,"bodyguard career,casino vault framing,freeside lifelong resident,retired gun for hire,strange meat scandal,the tops crier",person
old_lady_gibson,Gibson,"Old Lady Gibson is a veteran scavenger and repairwoman operating a scrapyard north of Novac. In her youth she traveled with caravans, during which she became acquainted with Doctor Henry, a connection that later proves relevant to certain technical inquiries. She and her husband settled near Novac and spent the better part of their lives stripping salvage from the REPCONN Test Site, selling what they recovered. Her favorite chair is the ""O"" from the old REPCONN sign. After her husband's death she continues running the yard alone, offering repair services and selling a variety of goods, including components for weapon repair kits. She carries the unique sawed-off shotgun Big Boomer. Her scrapyard is home to several dogs named Basura, Rey, Reina, Colmillo, Fiel, and Audaz. She takes pride in her nickname, considering longevity an accomplishment. Her knowledge of old technology makes her a useful contact for anyone seeking thrust control modules or information about certain robotic units.","old_lady_gibson,novac,scientist,doctor_henry","Old Lady Gibson runs a scrapyard just north of Novac, where she sells salvage and offers repair services. She is a longtime scavenger who has worked the area for years, living with several dogs. Locals and travelers know her as a reliable source of parts and repairs.","traveler,merchant","big boomer shotgun,doctor henry acquaintance,lifelong scavenger repairwoman,novac scrapyard operator,pet dogs scrapyard,reconn test site scavenger",person
papa_khan,,"Papa Khan leads the Great Khans from Red Rock Canyon, residing in the Great Khan Longhouse, the only concrete structure in the settlement. Despite the Khans' fearsome raider reputation, Jack describes him as ""a softie at heart."" His leadership is driven by a desire to leave a legacy of greatness and to avenge past defeats by the NCR, particularly the massacres that decimated his people. This hunger for vindication has led him into an alliance with Caesar's Legion, brokered by the Legion's envoy Karl, who flatters Papa Khan with visions of Khan glory. Papa Khan fails to recognize the existential threat the Legion poses to his tribe; Karl privately holds the Khans in contempt. Those close to Papa Khan, including his lieutenant Regis, harbor doubts about the alliance. Breaking the Legion pact requires exposing Karl's duplicity, after which Papa Khan turns on the envoy violently. Alternatively, he can be persuaded to abandon revenge entirely and seek renewed greatness elsewhere, or driven to fatalistic decline.","great_khans,caesars_legion,ncr,papa_khan","Papa Khan is the chief and leader of the Great Khans, a raider tribe based in Red Rock Canyon northwest of New Vegas. He leads from the Great Khan Longhouse, the only concrete building in the settlement. Mojave locals generally know the Khans as raiders and chem traders with a long, bloody history of conflict with the NCR.",mojave,"caesar legion alliance,envoy karl deception,great khans chief,legacy of greatness,ncr revenge motivation,red rock canyon leader",person
philippe,,"Philippe is the executive chef of the Gourmand restaurant at the Ultra-Luxe. He has worked there for years and built a reputation for turning brahmin steak into refined cuisine, though his pride and volatile temper make him difficult to work with. Philippe describes a childhood marked by abandonment, a chem-dependent mother, and sisters who shut him inside a shipping crate. His obsessive approach to cooking extends to repeated attempts to imitate the flavor of human flesh with other ingredients. He records these experiments in handwritten recipes, with the dish he calls Sweet Veal receiving the most revisions. Mortimer of the White Glove Society considers Philippe capable of secretly using human flesh, although Philippe's records emphasize his search for substitutes. Philippe enjoys the authority of his kitchen but believes he is underpaid and resents the people who take a share of the Gourmand's earnings.","white_glove_society,merchant,philippe,researcher","Philippe is the executive chef of the Gourmand restaurant at the Ultra-Luxe casino on the New Vegas Strip. He is known for turning brahmin steak into a refined delicacy and has a reputation for an intense, volatile temper in the kitchen.",new_vegas_strip,"brahmin fusion cuisine,gourmand restaurant,imitation strange meat,traumatic childhood,ultra luxe chef,white glove society",person
pvt_davey_crenshaw,"Private Davey Crenshaw,Davey Crenshaw,Crenshaw","Davey Crenshaw's career at Camp McCarran is defined by a complete lack of self-awareness and an oblivious disregard for everyone around him. His pranks, while physically harmless, were never motivated by safety concerns and have alienated every soldier who serves alongside him. Beyond the brahmin incident and the firecracker-toilet destruction, Crenshaw sabotaged computer security across the camp and hacked into others' terminals for mischief, forcing personnel to be more vigilant about terminal security. His reputation as a problem child earned him multiple disciplinary hearings, yet he remains unrepentant and treats his notoriety as a badge of honor. His superiors, having no faith in him, assigned him to guard one of the camp's more remote posts. This isolation made him an ideal fall guy for frumentarius Picus, a Caesar's Legion infiltrator operating within Camp McCarran. Picus manipulated Crenshaw's reputation to frame him for the sabotage and bombing of the NCR monorail, planning to have an accomplice plant evidence in Crenshaw's footlocker, kill him at his isolated post, and posthumously turn him in for treason. The plan exploited the fact that Colonel James Hsu and others would readily believe Crenshaw capable of such an act given his history.","pvt_davey_crenshaw,caesars_legion","Private Davey Crenshaw is an NCR soldier at Camp McCarran known among his fellow troopers as a chronic prankster and disciplinary problem. His antics include leading a brahmin upstairs in the terminal building and destroying toilets with firecrackers, earning him the ire of everyone stationed there.",camp_mccarran,"disciplinary problem soldier,frumentarius picus,legion infiltration,monorail bombing frame,ncr camp mccarran,prankster trooper",person
ranger_andy,Andy,"Ranger Andy is a veteran of the NCR Rangers who now lives in Novac, serving as the town's de facto lawman while other residents like Boone and Vargas watch the highway. His retirement was forced by a devastating incident during a raid on Legion slavers: acting on intelligence that slavers were holed up in a burned-out house a few kilometers from their station, Andy led a team of Rangers to the location, only to find it deserted except for a scrawny child hiding in a closet. When Andy tried to pick the child up to bring him to safety, the child retreated into the closet and left a live grenade at his feet. The explosion mangled half his body, permanently damaging his arm and leg and ending his active service. In Novac, Andy developed a reputation for having a good eye for people. He was one of the few residents who did not dislike Carla Boone, whom he considered a sweet girl whose directness about the poor quality of life in Novac was a coping mechanism for frontier existence. Andy maintains contact with active Rangers at Ranger Station Charlie via ham radio, and patrols check on him regularly, joking that they are paying respects. A recent fall down the motel stairs, courtesy of Mayor Jeannie May's establishment, further injured his leg and confined him to his bungalow for weeks, dealing a serious blow to his self-worth.","ranger_andy,novac,ncr","Ranger Andy is a retired NCR Ranger living in Novac, where he serves as the town's closest thing to a sheriff. He is known among residents for his experience and his eye for reading people. A leg injury has recently kept him confined to his bungalow.",traveler,"carla boone,legion slaver raid,ncr ranger veteran,novac lawman,ranger station charlie,retired ranger",person
ranger_dobson,Dobson,"A native of Redding, Ranger Dobson built his career fighting slavers before being stationed at Camp McCarran in 2281. When the NCR Correctional Facility fell to the Powder Gangers, Dobson went off on his own initiative to scout the situation, establishing a safehouse in a Hidden Valley bunker. His primary focus is Samuel Cooke, a terrorist whose gang of roamers Dobson considers the most dangerous faction among the Powder Gangers. However, his contempt extends to all Powder Gangers, whom he views as the lowest of the low for preying on caravans and civilians; he will shoot any Powder Ganger he encounters on sight. The Hidden Valley bunker offers relative safety from predators and troublemakers due to its remote location and the natural sandstorms that sweep the area, though these same phenomena interfere with his radio broadcasts, making communication with McCarran problematic. Dobson's personality is defined by confidence tempered by pragmatism: he knows his limits and is not headstrong. He enjoys joking with anyone, including complete strangers and radio operators at McCarran HQ, but this habit has caused his reports to be taken less seriously. Despite his genial demeanor, Dobson becomes deadly serious when he suspects danger or deception, though he is willing to forgive those who admit wrongdoing unless they persist.","ranger_dobson,ncr_faction_intelligence,ncr_military,soldier_military","Ranger Dobson is an NCR Ranger stationed at Camp McCarran, originally from Redding. He has a reputation among NCR personnel for joking around over the radio, which has led some at McCarran to take his reports less seriously. He is known to have gone off on his own to scout Powder Ganger activity.",ncr,"camp mccarran,hidden valley bunker,ncr ranger scout,powder gangers threat,redding native,samuel cooke terrorist",person
ranger_ghost,Ghost,"Ranger Ghost serves as a marksman atop the barracks at Mojave Outpost, the southernmost NCR installation along the I-15 corridor. Her posting places her as the first line of defense against threats approaching from the Mojave Wasteland, but she views the assignment as a bureaucratic sinkhole with no prospect of advancement or meaningful action. Her frustration extends beyond personal circumstance to the broader state of the NCR under President Kimball, whose policies she regards with deep skepticism. NCR command has ordered only a standing force at the outpost rather than an effective one, a distinction that grates on her daily. Ghost possesses an unusual perceptiveness in reading people—she can identify a person's trade by the pattern of their pacing and notices whether someone broadcasts their movements. This skill, honed by long hours of watchful isolation, makes her an astute judge of character. When smoke rises from Nipton and foot traffic along the road ceases, she suspects Powder Ganger activity and seeks someone willing to investigate what the outpost's constrained forces cannot.","ncr,soldier,ranger_ghost","Ranger Ghost is an NCR Ranger posted atop the barracks at the Mojave Outpost, serving as a marksman watching the I-15 approach. She is visibly frustrated with her assignment and the state of the NCR under President Kimball. She has noticed smoke rising from Nipton and a lack of traffic on the road, and suspects trouble there.","mojave,traveler","bureaucratic dead end,i-15 watch,mojave outpost defender,ncr ranger marksman,nipton smoke concern,perception of people",person
ranger_jackson,Jackson,"Ranger Jackson commands Mojave Outpost, the NCR's southernmost garrison positioned at the critical junction where the I-15 enters the Mojave. His orders require him to maintain a standing force at all times, a directive he understands but resents, as it leaves him unable to respond to the caravan attacks that have choked traffic through the Ivanpah valley. Reinforcements that arrive at the outpost are immediately routed onward to Camp McCarran and frontline positions like Camp Forlorn Hope, leaving Jackson with insufficient personnel to patrol or protect the trade routes his garrison ostensibly safeguards. Caravans back up at the outpost, creating a logistical bottleneck that worsens with each attack. Though regulations prevent him from formally contracting mercenaries, Jackson has been known to lose supplies to individuals who take on dangerous assignments—such as clearing hostile forces from the Ivanpah valley—allowing him to address problems without violating his orders. His strict adherence to law is well known; he does not hesitate to chain vigilantes and deliver them to the justice system. Cass trusts him enough to ask him to bring her case before NCR institutions, though she describes him bluntly as a washed-out old fuckup who has served long enough to see only the worst outcome in everything.","ncr,soldier,ranger_jackson","Ranger Jackson is the commanding officer of the Mojave Outpost, the NCR's southernmost garrison. He follows orders to maintain a standing force but is known to chafe at the bureaucracy, as reinforcements are routed elsewhere and he cannot send patrols to protect caravans under attack in the Ivanpah valley. Caravaners stuck at the outpost know him as a strict but frustrated commander.","mojave,traveler","caravan protection failure,cass trusted contact,ivanpah valley route,mojave outpost commander,ncr standing force,strict law enforcement",person
raul,Raul Alfonso Tejada,"Raul Alfonso Tejada was born in 2047 at Hidalgo Ranch outside Mexico City, where his family raised him with enough discipline to offset his occasional trouble with the law. The ranch survived the Great War at a distance from the city, but within days refugees flooded down the road. The Tejadas shared what they could until food ran short, and Raul's father began turning people away. The situation turned violent—Raul and his father drove off refugees at gunpoint, but that night two dozen men barred the doors and set the house ablaze. Raul escaped through a window with his younger sister Rafaela, but the rest of his family perished. The siblings fled to the radioactive ruins of Mexico City, where Raul began ghoulifying from radiation exposure. He found a vaquero costume in a novelty shop, which made Rafaela laugh for the first time since the bombs fell. When raiders killed Rafaela, Raul hunted them down in a rage. He eventually reached Tucson, Arizona—called Two-Sun by locals—where he lived for seventy-five years under the name Miguel, watching over a prostitute named Claudia who resembled Rafaela. After losing Claudia to Dirty Dave's gang, Raul abandoned his guns and headed west, eventually imprisoned at Black Mountain by the nightkin Tabitha and forced to repair her robot Rhonda.","researcher,brotherhood_of_steel,raul","Travelers near Black Mountain sometimes report a ghoul being held prisoner there by the nightkin Tabitha, apparently forced to keep her robot running. Little else is known about him. Some Mojave caravaners claim he is a skilled mechanic, but these reports are unconfirmed rumors.","mojave,traveler","black mountain prisoner,ghoul mechanic gunslinger,hidalgo ranch survivor,mexico city ruins,rafaela tejada,two-sun tucson arizona,vaquero costume",person
rex,,"Rex is a Mk. III Support Model cyberdog who served as a police dog in Colorado before the Great War. He survived the war and eventually saw combat duty with Caesar's Legion, a past he still retains memories of; a Legion bull decal remains on his battered, scorched bodywork. The King obtained Rex from a salvager a few years ago and brought him to the Followers of the Apocalypse, who repaired his damaged chassis. Rex has served as the King's loyal companion in Freeside ever since, residing at the King's School of Impersonation. Rex's aging brain suffers from neural degradation, a condition the Followers identified but could not treat—the bio med gel surrounding his brain cannot preserve it perpetually, and the sophisticated cybernetics work required for replacement surgery exceeds their capabilities. Rex displays strong behavioral quirks: he hates rats and mole rats, charging at the scent of one, and dislikes hats and those who wear them for reasons the King cannot explain. Cyberdogs are not uncommon in Denver, and Caesar himself once possessed a similar cyberdog that was lost in battle. Like all cyberdogs, Rex is unaffected by pulse weapons and possesses a unique tackling attack that brings enemies to the ground.","rex,followers_of_the_apocalypse,caesars_legion,scientist,kings","The King, leader of the Kings in Freeside, keeps a cyberdog named Rex as his loyal companion at the King's School of Impersonation. The battered, scorched machine dog is a familiar sight around Freeside. Rex was obtained from a salvager and repaired by the Followers of the Apocalypse.",freeside,"bio med gel,colorado police dog,cyberdog mk iii,freeside king companion,legion combat dog,neural brain degradation",person
robert_house,Mr. House,"Born June 25, 2020, Robert Edwin House was orphaned young and cheated out of his inheritance by his brother Anthony, who seized control of H&H Tools Company. House attended the Commonwealth Institute of Technology and founded RobCo Industries on his 22nd birthday, building it into one of the world's most profitable corporations within five years. He acquired REPCONN Aerospace and established the House Resort and Country Club. On April 14, 2065, House predicted atomic war within fifteen years and began devising defensive technologies for Las Vegas, commissioning the Platinum Chip to upgrade Securitrons and the city's missile defense grid. He integrated himself with the Lucky 38's subsystems via a cerebral interface. When war came in 2077, his systems neutralized 59 warheads with disarm codes and destroyed nine more with rooftop laser cannons, but software glitches forced him offline. After rebooting with an older operating system, he fell into a coma lasting decades. Upon waking, he recruited tribes into the Three Families, negotiated a treaty granting the NCR Hoover Dam and McCarran while preserving New Vegas independence, and filled Vault 21 with concrete after winning it in a gambling competition. He views autocracy under a technological visionary as mankind's remedy, not democracy.","historian,researcher,ncr,brotherhood_of_steel,robert_house","Mr. House is the reclusive proprietor of the New Vegas Strip, ruling from inside the Lucky 38 casino and never appearing in person. He communicates through a screen and enforces order with robotic Securitrons. Mojave locals widely believe he is a pre-War survivor, though details of his origins are rumor rather than confirmed fact. He negotiated the treaty that lets the NCR operate Hoover Dam while keeping the Strip independent.",mojave,"lucky 38 operator,new vegas proprietor,platinum chip commissioner,pre-war defense planner,robco industries founder,robert house biography",person
sergeant_bitter_root,Bitter-Root,"Bitter-Root's upbringing within the Great Khans at Bitter Springs was marked by extreme dysfunction. His father, a sadistic alcoholic, took him on killing raids against NCR military and civilian targets beginning at age three, afterward laughing about the murders with fellow drug addicts. His mother attempted repeatedly to sell him into slavery in exchange for jet. During the Bitter Springs Massacre, NCR forces under then-Captain Major Dhatri overran the Khans' encampment. Bitter-Root claims no memory of the event but admits that blood covering him afterward was not necessarily all spilled by NCR fire, suggesting he may have settled personal scores against some Khans during the chaos. Dhatri took the boy in as his son. Bitter-Root's name follows the Great Khans' rite-of-passage tradition, in which a member reaching adulthood is severely beaten and, upon surviving, chooses their own name. Though too young for the beat-down, he considers the massacre itself his rite of passage. The lingering trauma drove him to seek therapy from Doctor Usanagi of the Followers of the Apocalypse, who helped him work through some of his psychological burdens. He serves as the only active First Recon member who actually sleeps at night.","sergeant_bitter_root,camp_mccarran,researcher,bitter_root,major_dhatri","Sergeant Bitter-Root is a sniper assigned to Alpha Team of the NCR First Recon, stationed at Camp McCarran. He has a reputation for being unfriendly and not liking to talk, though he claims it is just his nature. NCR personnel and locals around McCarran generally know him as one of the First Recon sharpshooters.","ncr,soldier,merchant,traveler","bitter springs massacre,bitter-root sniper,dhatri adopted son,first recon alpha team,great khans naming tradition,ncr camp mccarran",person
sgt_daniel_contreras,"Sergeant Daniel Contreras,Daniel Contreras,Contreras","Contreras operates the Camp McCarran Supply Shack as a front for an extensive black-market operation. He diverts weapons and ammunition from NCR Army inventory, using intermediaries to collect merchandise and communicate with suppliers so that his own hands remain clean. Despite Lieutenant Carrie Boyd's suspicions and weekly inventory checks that consistently come up short on guns and ammunition, Contreras always pawns off the goods before MPs can search his quarters. Beyond arms dealing, he leverages military connections to acquire chemical components nominally intended for Army medical use but suitable for manufacturing potent recreational drugs. His Westside contact, Price, has already been taken into custody, and authorities are closing in on the sergeant for chem trafficking. Contreras is notable among NCR Army personnel for not wearing any uniform. He is one of only two merchants in the Mojave Wasteland who sells Ultrajet, alongside Jack at the Red Rock Drug Lab, if taught the recipe. He also carries large quantities of rare 12.7mm rounds, surplus 5mm ammunition, and .308 rounds, and possesses a Sunset Sarsaparilla Star Bottle Cap available for purchase.","sgt_daniel_contreras,ncr_faction_intelligence,ncr_military,soldier_military","Sergeant Daniel Contreras runs the supply shack at Camp McCarran, selling arms and ammunition to NCR soldiers and approved buyers. He is one of the few NCR personnel who does not wear a uniform. Rumors circulate among base staff that inventory irregularities have drawn the attention of military police, but nothing has been proven.",ncr,"black market arms dealer,camp mccarran supply shack,chem trafficking ncr,contreras supply sergeant,lt boyd investigation,price westside contact",person
